BCL6-HDAC4 complex;BCL6,HDAC4
Elongator holo complex;IKBKAP,ELP2,ELP4,ELP3
DICER1-NCOA6-AGO2 complex;NCOA6,AGO2,DICER1
TTP-AGO4 complex;ZFP36,AGO4
TTP-AGO2 complex;ZFP36,AGO2
RB1-TFAP2A complex;TFAP2A,RB1
Rb1-Runx2 complex;Rb1,Runx2
WDR5-ASH2L-RBBP5-MLL2 complex;KMT2D,WDR5,KDM6B,ASH2L
ASCOM complex;KMT2D,TUBB,TUBA4A,NCOA6,KDM6B,KMT2C,ASH2L
MOF complex;KMT2D,SETD1A,TAF1,TAF6,WDR5,KMT2A,KDM6B,TAF9,RNF2,KAT8
NCOR1 complex;HDAC3,NCOR1,SMARCA4,SMARCB1,TRIM28,SF3B3,SF3A1,SRCAP,SMARCC2,SMARCC1
L-periaxin-Drp2 complex;Prx,Dmd,Drp2,Utrn,Dag1
PTGS2 homodimer complex;PTGS2
Transporter (Ncx1) - receptor complex;Atp2a2,Sptan1,Itpr1,Ank2,Slc8a1
LIN2-LIN7-SAP97 complex;LIN7A,CASK,DLG1
Dlg3-Lin7a-Dlg1 complex;Dlg3,Dlg1,Lin7a
MCM2-MCM6-MCM7 complex;MCM7,MCM2,MCM6
AFF1-MLLT1-CBX8 complex;AFF1,MLLT1,CBX8
SNF2h-HDAC12 complex;SMARCA5,HDAC2
hPRC1L complex;BMI1,RING1,PHC2,RNF2
Mis12 centromere complex;ZWINT,CBX5,PMF1,NSL1,MIS12,DSN1
E2f5-Rbl2-Hdac1 complex;Hdac1,E2f5,Rbl2
pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300);SUV39H1,RBL2,EP300,HDAC1,E2F5
E2F5-RB2-DP1 complex;RBL2,TFDP1,E2F5
SMAD3/4-E2F4/5-p107-DP1 complex;RBL1,SMAD3,SMAD4,TFDP1,E2F5,E2F4
S-phase-specific E2F-p107 complex;Cdk2,Tfdp1,Ccna1,Rbl1,E2f4
DNMT1-RB1-HDAC1-E2F1 complex;RB1,DNMT1,E2F1,HDAC1
DAXX-DNMT1-DMAP1 complex;DNMT1,DMAP1,DAXX
RGS6-DNMT1-DMAP1 complex;DNMT1,RGS6,DMAP1
BHC110 complex;KDM1A,ZNF217,HDAC1,GSE1,ZNF516,HDAC2,PHF21A,HMG20B,ZMYM2,RCOR1
PID complex;MTA2,MBD3,RBBP4,HDAC1,CHD4
Hdac1-Mecp2-Rcor1-Sin3a complex;Hdac1,Sin3a,Rcor1,Mecp2
NCOR2 complex;HDAC3,NCOR1,SAP30,HDAC1,HDAC2,SIN3A,NCOR2
BCL6-ZBTB17 complex;BCL6,ZBTB17
IL4-IL4R complex;IL4,IL4R
IL4-IL4R-IL2RG complex;IL4,IL4R,IL2RG
IL6ST-PRKCD-STAT3 complex;IL6ST,STAT3,PRKCD
STAT3-NLK-MAP3K7 complex;MAP3K7,STAT3,NLK
p300-SMAD1-STAT3 complex;STAT3,EP300,SMAD1
STAT3 homodimer complex;STAT3
Stat3-Crebbp complex;Stat3,Crebbp
Girdin homo-oligomer complex;CCDC88A
Plxnb1-Rnd1-Rras complex;Rras,Plxnb1,Rnd1
G protein complex (GNG2, GNB2L1, RAF1);RAF1,GNG2,RACK1
PPP2CA-PPP2R1A complex;PPP2R1A,PPP2CA
PPP2CA-PPP2R1A-PPP2R3A complex;PPP2R1A,PPP2CA,PPP2R3A
Kpna2-Kpnb1 complex;Kpna2,Kpnb1
IPO13-RAN-EIF1AX complex;IPO13,EIF1AX,RAN
TNPO2-RAN-NXF1 complex;TNPO2,RAN,NXF1
RANBP1-RAN-KPNB1 complex;RANBP1,RAN,KPNB1
Nmi-Rpa2-Rrn3 complex;Rrn3,Nmi,Rpa2
Rpa2-Rrn3 complex;Rrn3,Rpa2
NMI-POLR1B-RRN3 complex;NMI,POLR1B,RRN3
POLR1B-RRN3 complex;POLR1B,RRN3
NMI-RRN3 complex;NMI,RRN3
Nmi-Rrn3 complex;Rrn3,Nmi
NMI homodimer complex;NMI
Vigilin-DNA-PK-Ku antigen complex;XRCC6,XRCC5,PRKDC,HDLBP
Junb-Sumo1 complex;Junb,Sumo1
Cdk5-c-Abl-Cables complex;Abl1,Cdk5,Cables1
Cdk5-p35-CaMKII(alpha)-(alpha)actinin1 complex;Camk2a,Cdk5r1,Cdk5,Actn1
Kir3.2 homotetramer complex;Kcnj6
G protein complex (Gngt2, Kcnj3, Gnb1);Gnb1,Kcnj3,Gngt2
G protein complex (Gngt2, Kcnj6, Gnb1);Kcnj6,Gnb1,Gngt2
GNAS-GNB1-GNG2 complex;GNG2,GNB1,GNAS
G protein complex (MCF2, GNB1, GNG2);MCF2,GNG2,GNB1
G protein complex (BTK, GNG1, GNG2);GNG2,GNB1,BTK
G protein complex (CACNA1A, GNB1, GNG2);CACNA1A,GNB1,GNG2
G protein complex (PTHR1, GNB1, GNG2);GNG2,GNB1,PTH1R
G protein complex (HDAC5, GNB1, GNG2);GNB1,GNG2,HDAC5
G protein complex (HDAC4, GNB1, GNG2);HDAC4,GNG2,GNB1
FA core complex 1 (Fanconi anemia core complex 1);FANCG,FANCA,FANCC,FANCE,FANCF
CyclinD1-CDK4-CDK6 complex;CDK4,CCND1,CDK6
CyclinD1-CDK4-p21 complex;CDK4,CCND1,CDKN1A
Ccnd1-Cdk4 complex;Ccnd1,Cdk4
p16-cyclin D2-CDK4 complex;CDK4,CCND2,CDKN2A
Ccna2-Cdk2 complex;Ccna2,Cdk2
p27-cyclinE-CDK2 complex;CCNE1,CDK2,CDKN1B
E2F4-p107-cyclinA complex;CCNA2,RBL1,E2F4
SCAMP1-SCAMP2 complex;SCAMP1,SCAMP2
ABL2-HRAS-RIN1 complex;HRAS,ABL2,RIN1
IGHM-VPREB1-IGLL1 complex;IGHM,VPREB1,IGLL1
IL2-IL2RA-IL2RB complex;IL2RA,IL2RB,IL2
TICAM1-TICAM2-TLR4 complex;TLR4,TICAM2,TICAM1
Pax3-Lef1-Tle4 complex;Pax3,Lef1,Tle4
Spen-Hivep1 complex;Hivep1,Spen
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex;KPNA3,LMNA,NPM1,PARP1,H2AFZ,TOP2A,CTCF,KPNA1,HIST2H2AA3
TLE1 corepressor complex (MASH1 promoter-corepressor complex);NPM1,PARP1,NCL,HSPA4,TOP2B,TLE1,NONO,RAD50
Nfatc2ip-Prmt1 complex;Nfatc2ip,Nfatc2,Prmt1
PRMT1 complex;PRMT1
SF3A1-SF3A2-SF3A3 complex;SF3A3,SF3A2,SF3A1
SF3b complex;SF3B1,SF3B2,SF3B3,SF3B4,PHF5A,DDX42,SF3B5,SF3B6
(E.F.G) complex;SNRPE,SNRPF,SNRPG
SMN containing complex;GEMIN2,LGALS1,LGALS3,GEMIN4,SNRPD1,SNRPD2,SNRPD3,SMN1, SMN2
PRMT5 complex;PRMT5
SMN-PolII-RHA complex;GEMIN2,SNRPB2,SNRPB,TBP,POLR2A,GEMIN4,SNRPN,GTF2B,DHX9,DDX20
PPP4C-PPP4R2-Gemin3-Gemin4 complex;GEMIN4,PPP4C,PPP4R2,DDX20
TOP1-PSF-P54 complex;TOP1,SFPQ,NONO
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex;NUDT21,POLR2A,UBAP2L,CPSF6,ITCH
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex;NUDT21,POLR2A,EWSR1,UBAP2L,CPSF6,ITCH
CPSF6-ITCH-NUDT21-POLR2A complex;NUDT21,POLR2A,CPSF6,ITCH
MICB-KLRK1-HCST complex;KLRK1,MICB,HCST
ULBP3-KLRK1-HCST complex;KLRK1,ULBP3,HCST
MICA-KLRK1-HCST complex;KLRK1,MICA,HCST
ULBP2-KLRK1-HCST complex;KLRK1,ULBP2,HCST
Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta);SMAD7,TGFBR1,TGFBR2,SMURF2
TGF-beta-receptor-Strap complex;Tgfbr2,Tgfbr1,Strap
TGF-beta-receptor-PAR6 complex;TGFBR1,TGFBR2,PARD6A
TGF-beta receptor;Tgfbr2,Tgfbr1
Ubiquitin E3 ligase (SMAD7, SMURF1) - TGFBR1;SMAD7,TGFBR1,SMURF1
RNF11-SMURF2-STAMBP complex;STAMBP,SMURF2,RNF11
Nogo-potassium channel complex;KCNA2,CNTNAP1,KCNA1,RTN4
Nbr1-Sqstm1-Trim55 complex;Sqstm1,Nbr1,Trim55
Lingo1-Rtn4r-Tnfrsf19 complex;Rtn4r,Lingo1,Tnfrsf19
LINGO1-RTN4R-NGFR complex;NGFR,LINGO1,RTN4R
SORT1-NGFR complex;NGFR,SORT1
SORT1-NGFR-NGFB complex;NGF,NGFR,SORT1
Smurf1-Par6 complex;Smurf1,Pard6a
ITGA4-PXN-GIT1 complex;ITGA4,PXN,GIT1
AXIN-MEKK4-CCD1 complex;AXIN1,DIXDC1,MAP3K4
MAD1L1 homodimer complex;MAD1L1
MAD1L1-MAD2L1 complex;MAD2L1,MAD1L1
JUN-TCF4-CTNNB1 complex;JUN,TCF4,CTNNB1
SMAD3-HEF1-APC10-CDH1 complex;CDH1,SMAD3,NEDD9,ANAPC10
PML-SMAD2/3-SARA complex;ZFYVE9,PML,SMAD3,SMAD2
TGF-beta receptor I-Axin-SMAD3 complex;AXIN1,TGFBR1,SMAD3
SMAD3-VDR complex;Vdr,Smad3
Smad3-Hdac-Runx2 complex;Smad3,Hdac5,Hdac4,Runx2
PIAS3-SMAD3-P300 complex;SMAD3,EP300,PIAS3
ITGAE-ITGB7-CDH1 complex;CDH1,ITGB7,ITGAE
SDCBP-CTNNB1-CTNNA1-CDH1 complex;CTNNB1,CTNNA1,CDH1,SDCBP
EB1-APC-mDia2 complex;Mapre1,Apc,Diaph3
APC-IQGAP1 complex;APC,IQGAP1
APC-IQGAP1-CLIP-170 complex;APC,CLIP1,IQGAP1
Axin-GSK-3-beta-beta-catenin complex;Axin1,Gsk3b,Ctnnb1
BUB1-BUB3 complex;BUB1,BUB3
Sororin-cohesin complex;RAD21,SMC1A,PDS5A,CDCA5,PDS5B,SMC3
TSG101-VPS37B-VPS28 complex;TSG101,VPS37B,VPS28
ERC2-RIMS1-UNC13B complex;Unc13b,Erc2,Rims1
SNARE complex (Snap25, Syt1, Unc13b, Vamp2, Stx1b2, Stx1a);Syt1,Stx1a,Snap25,Stx1b,Vamp2,Unc13b
SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13);SNAP25,VAMP2,VAMP3,STX12,NAPB
STX12-SNAP25-HGS-VAMP2 complex;Stx12,Snap25,Vamp2,Hgs
SNARE complex (Stx4, Napa, Vamp3, Nsf, Vamp2);Napa,Vamp3,Vamp2,Stx4,Nsf
Nsf-Stx1a-NAPB complex;Stx1a,Napb,Nsf
SNARE complex (Stx1a, Napa, Snap25, Vamp2, Nsf);Stx1a,Napa,Snap25,Vamp2,Nsf
ELK1-SRF-ELK4 complex;SRF,ELK1,ELK4
mTOR complex (MTOR, RICTOR, MLST8);MTOR,RICTOR,MLST8
mTOR complex (MTOR, RAPTOR, MLST8);MTOR,RPTOR,MLST8
NTF4 homodimer complex;NTF4
PSD-95-TrkB complex;Plcg1,Dlg4,Grin1,Shc1,Ntrk2
Drd1-Nmdar1 complex;Drd1,Grin1
NMDA receptor complex (NR2B, NR1, PSD-95, SynGAP, CaMK-II);Camk2a,Dlg4,Grin1,Grin2b,Syngap1
NMDA receptor complex (NR2A, NR2B, NR1, PSD-95, SynGAP, CaMK-II);Camk2a,Dlg4,Grin1,Grin2a,Grin2b,Syngap1
APC-DLG4 complex;APC,DLG4
GluR delta-2 complex, postsynaptic;Shank1,Grm1,Grid2,Dlg4,Shank2,Homer1
Kif1ba-Dlg4-Dlg1-Magi2 complex;Magi2,Kif1b,Dlg4,Dlg1
Actn2-Camk2a-Grin2b-Lrrc7 complex;Actn2,Camk2a,Lrrc7,Grin2b
Foxh1-Nkx2-5 complex;Foxh1,Nkx2-5
PKD2-PACS1 complex;PKD2,PACS1
NEK2-NEK11 complex;NEK2,NEK11
Olfr992-Rtp1 complex;Rtp1,Olfr992
Olfr992-Reep1 complex;Reep1,Olfr992
Pik3r6-Pik3cg complex;Pik3r6,Pik3cg
IRAK1-IRAK2 complex;IRAK2,IRAK1
IRAK1-IRAK3 complex;IRAK1,IRAK3
MAML2-RBP-Jkappa-Notch1 complex;Rbpj,NOTCH1,Maml2
DAP12 signaling homodimer complex;TYROBP
BMP4-TWSG1 complex;BMP4,TWSG1
BMP4-BGN complex;BMP4,BGN
GT198 homodimer complex;Psmc3ip
MTNR1A homodimer complex;MTNR1A
MTNR1B homodimer complex;MTNR1B
MTNR1A-MTNR1B complex;MTNR1A,MTNR1B
CACY homodimer  complex;S100A6
Retn homohexamer  complex;Retn
PEX14 homodimer complex;PEX14
AIRE homodimer complex;AIRE
Endoglin homodimer complex;ENG
MYOM1 homodimer complex;MYOM1
Bcl2 homodimer complex;Bcl2
BANF1 homodimer protein;BANF1
PGRMC1-SCAP complex;PGRMC1,SCAP
PRMT2 homodimer complex;PRMT2
LEPR homodimer complex;LEPR
SLC1A2 homotrimer complex;SLC1A2
Sgk3 homodimer complex;Sgk3
Adiponectin homotrimer complex;Adipoq
Adiponectin homohexamer complex;Adipoq
BAX homo-oligomer complex;BAX
NOD1 homodimer complex;NOD1
COX1 homodimer complex;PTGS1
C1D homodimer protein;C1D
PTPRA homodimer complex;PTPRA
Ptpra homodimer complex;Ptpra
PRNP homo-oligomer complex;PRNP
Prnp homodimer complex;Prnp
Birc6 homodimer complex;Birc6
AXL homodimer complex;AXL
STAT5B homodimer complex;STAT5B
Whrn homodimer complex;Whrn
IL12A homodimer complex;IL12A
IL12A-IL12B complex;IL12A,IL12B
IL12A-IL12B-IL12RB1 complex;IL12A,IL12B,IL12RB1
IL12B-IL12RB1-IL12RB2 complex;IL12B,IL12RB1,IL12RB2
IL12A-IL12B-IL12RB2 complex;IL12A,IL12B,IL12RB2
Stat5a-Jak2 complex;Stat5a,Jak2
STAT5A homodimer complex;STAT5A
Agtr1a-Jak2 complex;Agtr1a,Jak2
IL12RB1-IL12RB2 complex;IL12RB1,IL12RB2
JAK2-IL12RB2 complex;JAK2,IL12RB2
BNIP2-ARHGAP8 complex;ARHGAP8,BNIP2
Apaf1 homo-oligomer complex;Apaf1
MALT1 homo-oligomer complex;MALT1
BCL10 homo-oligomer complex;BCL10
BCL10-MALT1 complex;BCL10,MALT1
CASP8-FADD-MALT1-BCL10 complex;BCL10,FADD,CASP8,MALT1
CASP8-CHUK-IKBKB-MALT1-BCL10 complex;IKBKB,CHUK,BCL10,CASP8,MALT1
TNFRSF11A-TRAF6-SRC complex;SRC,TRAF6,TNFRSF11A
TRAF6 homo-oligomer complex;TRAF6
B-raf-MAP3K11 complex;MAP3K11,B-raf
NFKB1-NFKB2-REL-RELA-RELB complex;NFKB1,NFKB2,RELB,RELA,REL
NFKB1-NFKB2-RELA-RELB complex;NFKB1,NFKB2,RELB,RELA
CHUK-IKBKB-MAP3K14 complex;IKBKB,CHUK,MAP3K14
IKKA-IKKB complex;IKBKB,CHUK
IKKB-NIK complex;IKBKB,MAP3K14
IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14);IKBKB,CHUK,IKBKAP,NFKBIA,RELA,MAP3K14
CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex;HSP90AA1,HSP90AB1,CDC37,MAP3K11
CHUK-ERC1-IKBKB-IKBKG;IKBKB,CHUK,ERC1,IKBKG
Chuk-Ikbkb-Ikbkg complex;Ikbkb,Ikbkg,Chuk
I-kappa-B kinase complex;IKBKB,CHUK,IKBKG
IKBKG homodimer complex;IKBKG
IKK-alpha--ER-alpha-AIB1 complex;CHUK,ESR1,NCOA3
DNAJB2-HSPA8-PSMA3 complex;HSPA8,DNAJB2,PSMA3
Map2k5-Map3k3 complex;Map3k3,Map2k5
MAP2K5-PRKCI-SQSTM1 complex;PRKCI,MAP2K5,SQSTM1
HSF1-YWHAE complex;YWHAE,HSF1
Aip-Hsp90-Ahr complex;Aip,Hsp90ab1,Ahr
Arnt-Sim2 complex;Arnt,Sim2
Arnt-Sim1 complex;Arnt,Sim1
ARNT-HLF complex;ARNT,HLF
ITGAM-ITGB2-CD11 complex;ITGB2,CD63,ITGAM
YBX1-AKT1 complex;AKT1,YBX1
AR-AKT-APPL complex;AR,AKT1,APPL1
AOF2-AR complex;KDM1A,AR
APPBP1-UBA3 complex;NAE1,UBA3
Ubiquitin E3 ligase (Neurl2, Tceb1, Tceb2, Cul5, Rbx1);Tceb2,Rbx1,Tceb1,Neurl2,Cul5
Ubiquitin E3 ligase (CDC34, CUL1, RBX1);CDC34,RBX1,CUL1
Ubiquitin E3 ligase (CHEK1, CUL4A);CHEK1,CUL4A
Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1);RBX1,CUL4A,DDB1,CDT1
COP9 signalosome complex;COPS2,GPS1,COPS6,COPS5,COPS8,COPS4,COPS7A,COPS3
CNS-P53 complex;TP53,COPS2,GPS1,COPS6,COPS5,COPS8,COPS4,COPS7A,COPS3
Kaiso-NCOR complex;HDAC3,TBL1X,KDM4A,NCOR1,KIF11,GPS2,ZBTB33,CORO2A,TBL1XR1,TRIM33
Gata1-Gfi1b complex;Gfi1b,Gata1
Gata1-Ldb1-Tal1 complex;Gata1,Tal1,Ldb1
Gata1-Snf2h complex;Gata1,Smarca5
Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);RBX1,SKP1,CUL1,NEDD8,BTRC
Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1);RBX1,SKP1,SMAD3,CUL1,BTRC
Ubiquitin E3 ligase (Fbxo15, Cul1, Skp1a);Fbxo15,Skp1,Cul1
Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1);RBX1,SKP1,CUL1,FBXO18
Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1);RBX1,SKP1,CUL1,ZC3HC1
Ubiquitin E3 ligase (Fbxo32, Skp1a, Cul1, Rbx1);Rbx1,Fbxo32,Skp1,Cul1
Ubiquitin E3 ligase (Fbxo2, Skp1a, Cul1, Rbx1);Rbx1,Fbxo2,Skp1,Cul1
9-1-1-LIG1 complex;RAD1,HUS1,LIG1,RAD9A
9-1-1-FEN1 complex;RAD1,HUS1,FEN1,RAD9A
9-1-1-POLB complex;RAD1,HUS1,POLB,RAD9A
CHTF18-RFC2-5 complex;RFC4,RFC2,RFC5,RFC3,CHTF18
RFC2-5 subcomplex;RFC4,RFC2,RFC5,RFC3
PCNA-RFC2-5 complex;PCNA,RFC4,RFC2,RFC5,RFC3
BRD4-RFC complex;BRD4,RFC4,RFC2,RFC1,RFC5,RFC3
MCM8-ORC2-CDC6 complex;ORC2,CDC6,MCM8
ORC5-ORC1 complex;ORC5,ORC1
BRCA1-IRIS-pre-replication complex;GMNN,ORC1,BRCA1,CDC6
BARD1-BRCA1-CSTF complex;CSTF2,BRCA1,CSTF1,CSTF3,BARD1
BRCA1-BARD1-POLR2A complex;POLR2A,BRCA1,BARD1
LMO4-BRCA1-CTIP-LDB1 complex;BRCA1,LMO4,LDB1,RBBP8
BRCA1-LMO4-CTIP complex;BRCA1,LMO4,RBBP8
MDC1-MRN-ATM-FANCD2 complex;NBN,MRE11A,ATM,MDC1,RAD50,FANCD2
MDC1-MRE11-RAD50-NBS1 complex;NBN,MRE11A,MDC1,RAD50
TERF1 homodimer complex;TERF1
RAD52-ERCC4-ERCC1 complex;ERCC1,RAD52,ERCC4
RPA-MSH4-BLM complex;Blm,Rpa2,Rpa1,Msh4,Rpa3
BLM complex II;RPA2,RPA1,RPA3,BLM,TOP3A,RMI1
BLM-TOP3A complex;BLM,TOP3A
MSH2/6-BLM-p53-RAD51 complex;TP53,MSH2,MSH6,BLM,RAD51
MutS-alpha-histone H4 complex;Msh2,Msh6,Hist1h4a,
MutS-alpha-PK-zeta complex;MSH2,MSH6,PRKCZ
BLM-RAD51L3-XRCC2 complex;XRCC2,RAD51D,BLM
PCNA complex;RPA1,PCNA,TOP1,CDK4,CDKN1A,DHX9,CDKN1A
PCNA homotrimer complex;PCNA
Replication-coupled CAF-1-MBD1-ETDB1 complex;CHAF1A,SETDB1,MBD1
ASF1-interacting protein complex;HIRA,HIST1H3A,,CHAF1A,CHAF1B,ASF1B,ASF1A
ASF1-histone containing complex;CHEK2,NASP,ST13,HIST1H3A,,CHAF1B,ASF1B,ASF1A
SP1-MCAF2 complex;SP1,ATF7IP2
MBD1-MCAF1-SETDB1 complex;SETDB1,ATF7IP,MBD1
Htt-Hap1-Dctn1 complex;Dctn1,Hap1,Htt
HD-RAB8A-OPTN complex;HTT,RAB8A,OPTN
TGM2-HD-CALM1 complex;TGM2,HTT,CALM1, CAL
TGM2-HD complex;TGM2,HTT
Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A);CAPZA1,DCTN4,DCTN1,CAPZB,DCTN3,DCTN6,ACTR1A,DCTN2
CTGF/Hcs24-actin(beta/gamma) complex;CTGF,ACTB,ACTG1
Cofilin-actin-CAP1 complex;CFL1,ACTB,CAP1
RIAM-Rap1-GTP complex;RAP1A,APBB1IP
VILIP-1-AChR-alpha-4-AChR-beta-2 complex;Chrna4,Chrnb2,Vsnl1
PPP3CA-PPP3CA-RCAN1 complex;PPP3CB,RCAN1,PPP3CA
Pick1 homodimer complex;Pick1
Pick1-Glur2-Pkca complex, TPA (tissue plasminogen activator) treated;Prkca,Gria2,Pick1
Hippocalcin-beta2-adaptin-Glur2 complex, Ca(2+) dependent;Gria2,Ap2b1,Hpca
Grip-Glur2/3-liprin-alpha-Lar complex;Gria2,Gria3,Grip1,Ptprf,Ppfia4
PICK1-GRIP1-GLUR2 complex;GRIA2,PICK1,GRIP1
Nsg1-Glur2-Grip1 complex;Nsg1,Gria2,Grip1
Beta-catenin-Cadherin-Grip-liprin-alpha-GluR2/3 complex;Gria2,Gria3,Grip1,Ppfia3,Ctnnb1,Cdh2
GluR receptor complex;Gria1,Gria2,Gria3,Gria4
GluR1 homomer complex;Gria1
D2 receptor-GluR2-GluR1 complex;Gria1,Gria2,Drd2
Protein kinase A II alpha homodimer complex;Prkar2a
ABI1-WASF2 complex;ABI1,WASF2
Abi1-Wasl complex;Abi1,Wasl
ABI1-WASL complex;WASL,ABI1
Profilin 2 complex;Syn1,Nckap1,Dnm1,Actb,Hspa8,Rock2,Syn2,Cyfip1,Pfn2
AP3D1-AP3S2 complex;AP3D1,AP3S2
AP3D1-AP3S1 complex;AP3D1,AP3S1
ITGA6-ITGB4-Laminin10/12 complex;LAMA5,LAMC1,ITGB4,ITGA6,LAMB2
ITGA6-ITGB4-CD151 complex;ITGB4,ITGA6,CD151
ITGA6-ITGB4-FYN complex;FYN,ITGB4,ITGA6
ITGA6-ITGB4-LAMA5 complex;LAMA5,ITGB4,ITGA6
ITGA6-ITGB4 complex;ITGB4,ITGA6
ITGAV-ITGB8-MMP14-TGFB1 complex;TGFB1,ITGAV,ITGB8,MMP14
ITGAV-ITGB5-PLAUR complex;ITGAV,ITGB5,PLAUR
ITGAV-ITGB5-ICAM4 complex;ITGAV,ITGB5,ICAM4
ITGAV-ITGB5-ADAM9 complex;ITGAV,ITGB5,ADAM9
ITGAV-ITGB5-SPP1 complex;ITGAV,SPP1,ITGB5
ITGAV-ITGB5-CYR61 complex;CYR61,ITGAV,ITGB5
ITGAV-ITGB5 complex;ITGAV,ITGB5
ITGB6-FYN-FN1 complex;FN1,FYN,ITGB6
ITGAV-ITGB6-SPP1 complex;ITGAV,SPP1,ITGB6
ITGAV-ITGB6-TGFB3 complex;ITGAV,TGFB3,ITGB6
ITGAV-ITGB6 complex;ITGAV,ITGB6
ITGAV-ITGB3-CD47-FCER2 complex;ITGB3,FCER2,ITGAV,CD47
ITGB3-ITGAV-CD47 complex;ITGB3,ITGAV,CD47
ITGAV-ITGB3-SPP1 complex;ITGB3,ITGAV,SPP1
ITGAV-ITGB3-ADAM15 complex;ITGB3,ITGAV,ADAM15
Itgav-Itgb3-Gsn complex;Itgb3,Gsn,Itgav
ITAGV-ITGB3-F11R complex;ITGB3,ITGAV,F11R
ITGAV-ITGB3-PXN-PTK2b complex;ITGB3,ITGAV,PXN,PTK2B
ITGAV-ITGB3-ADAM23 complex;ADAM23,ITGB3,ITGAV
ITGAV-ITGB3-COL4A3 complex;ITGB3,ITGAV,COL4A3
ITGAV-ITGB3-PPAP2b complex;PLPP3,ITGB3,ITGAV
ITGAV-ITGB3-EGFR complex;EGFR,ITGB3,ITGAV
ITGA2B-ITGB3-CD9 complex;ITGB3,ITGA2B,CD9
ITGAV-ITGB3-LAMA4 complex;ITGB3,ITGAV,LAMA4
FN1-TGM2 complex;FN1,TGM2
ITGA2B-ITGB3-FN1-TGM2 complex;FN1,ITGB3,ITGA2B,TGM2
ITGA2b-ITGB3-CD47-SRC complex;ITGB3,ITGA2B,SRC,CD47
ITGA2b-ITGB3-TLN1 complex;ITGB3,ITGA2B,TLN1
ITGA2B-ITGB3-CIB1 complex;ITGB3,ITGA2B,CIB1
ITGA2B-ITGB3 complex;ITGB3,ITGA2B
ITGA2B-ITGB3-F11R complex;ITGB3,ITGA2B,F11R
ITGA5-ITGB1-FN1-TGM2 complex;FN1,ITGB1,ITGA5,TGM2
ITGA5-ITGB1-ADAM15 complex;ITGB1,ITGA5,ADAM15
ITGA5-ITGB4 complex;ITGB1,ITGA5
Itga-Itgb1-Ppap2b complex;Itgb1,Itga5,Plpp3
Itga5-Itgb1-Fn1-Sfrp2 complex;ITGB1,ITGA5,FN1,SFRP2
CD98-LAT2-ITGB1 complex;ITGB1,SLC3A2,SLC7A8
ITGA7-ITGB1-CD151 complex;ITGB1,CD151,ITGA7
ITGA7-ITGB1-CD9 complex;ITGB1,CD9,ITGA7
ITGA7-ITGB1-ITGB1BP3 complex;ITGB1,ITGA7,NMRK2
ITGA3-ITGB1-BSG complex;ITGB1,ITGA3,BSG
ITGA3-ITGB1-CD63 complex;ITGB1,CD63,ITGA3
ITGA3-ITGB1-CD151 complex;ITGB1,ITGA3,CD151
ITGA3-ITGB1-THBS1 complex;ITGB1,THBS1,ITGA3
Itga3-Itgb1-Tgm2 complex;Itgb1,Itga3,Tgm2
ITGA3-ITGB1 complex;ITGB1,ITGA3
ITGA6-ITGB1-CD151 complex;ITGB1,ITGA6,CD151
ITGA6-ITGB1 complex;ITGB1,ITGA6
Itgb1-Rap1a-Prkd1 complex;Itgb1,Rap1a,Prkd1
ITGB1-RAP1A-PKD1 complex;ITGB1,RAP1A,PKD1
ITGA4-ITGB1-EMILIN1 complex;ITGB1,ITGA4,EMILIN1
ITGA4-ITGB1 complex;ITGB1,ITGA4
ITGA4-ITGB1-CD81 complex;ITGB1,ITGA4,CD81
ITGA4-ITGB1-CD53 complex;ITGB1,ITGA4,CD53
ITGA4-ITGB1-VCAM1 complex;ITGB1,ITGA4,VCAM1
ITGA4-ITGB1-JAM2 complex;ITGB1,ITGA4,JAM2
ITGA4-ITGB1-CD47 complex;ITGB1,ITGA4,CD47
ITGA4-ITGB1-CD63 complex;ITGB1,CD63,ITGA4
Itga4-Itgb1-Pxn complex;I79_001229,ITGB1,Itga4
ITGA4-ITGB1-THBS1 complex;ITGB1,THBS1,ITGA4
Itga4-Itgb1-Adam2 complex;Itgb1,Itga4,Adam2
ITGA4-ITGB1-THBS2 complex;ITGB1,ITGA4,THBS2
ITGA2-ITGB1-CD47 complex;ITGB1,ITGA2,CD47
ITGA2-ITGB1-CHAD complex;CHAD,ITGB1,ITGA2
